;Class;Source;Target;Total;Lines;Statements;X..Statements;Calls;X..Comments;Classes;Methods.Class;Avg.Stmts.Method;Max.Complexity;Max.Depth;Avg.Depth;Avg.Complexity;pmdAll;pmdCoupling;pmdDesign;pmdCodeSize;pmdPriority;findbugsAll;findbugsStyle;findbugsBad;findbugsScary;ncloc;complexity;class_complexity;comment_lines;comment_lines_density;public_undocumented_api;duplicated_lines;violations;code_smells;sqale_index;sqale_debt_ratio;bugs;vulnerabilities;statements;public_api;functions;WMC;DIT;NOC;CBO;RFC;LCOM;Ca;NPM;Commits;Creation
100;DocFieldConsumer;0;0;0;39;9;0;4;59;1;0;0;0;1;0.44;0;12;0;0;0;0;0;0;0;0;10;0;0;19;65.5;0;0;2;2;15;5;0;0;0;0;4;5;1;1;3;6;10;4;0;11;1298314239
101;DocFieldConsumerPerField;0;0;0;27;6;0;2;63;1;0;0;0;1;0.33;0;7;0;0;0;0;0;0;0;0;7;0;0;13;65;0;0;2;2;15;7.1;0;0;0;0;2;3;1;1;1;4;3;6;0;7;1269287493
102;DocFieldConsumerPerThread;0;0;0;27;7;0;4;59.3;1;0;0;0;1;0.57;0;12;0;0;0;0;0;0;0;0;8;0;0;12;60;0;0;2;2;15;6.3;0;0;0;0;4;5;1;1;3;6;10;6;0;7;1269287493
103;DocFieldProcessor;0;0;0;87;31;6.5;13;34.5;1;5;3.4;3;3;1.45;1.4;33;3;0;0;1;0;0;0;0;43;7;7;24;35.8;0;0;2;2;6;0.5;0;0;18;0;5;5;0;0;12;22;0;2;5;20;1298494959
104;DocFieldProcessorPerField;0;0;0;45;14;0;3;42.2;1;2;1.5;1;2;1;1;23;0;0;0;0;0;0;0;0;17;2;2;13;43.3;1;0;1;1;5;1;0;0;3;1;2;2;1;0;5;5;0;2;2;7;1269287493
105;DocFieldProcessorPerThread;0;0;0;307;160;14.4;64;16;1;11;11.36;17;5;2.53;3.5;166;34;5;6;5;0;0;0;0;209;39;19.5;42;16.7;1;15;17;17;95;1.5;0;0;118;1;11;9;0;0;21;52;0;6;4;22;1298314239
106;DocIdBitSet;7;0;7;83;30;0;3;28.9;2;4;1.63;1;3;1.77;1;25;0;2;0;0;0;0;0;0;45;10;5;18;28.6;1;0;1;1;5;0.4;0;0;13;3;8;4;0;0;3;6;0;0;4;11;1269287493
107;DocIdSet;0;6;6;67;18;0;2;47.8;2;3;1;1;4;2.05;1;13;0;0;0;0;0;0;0;0;26;6;6;24;48;0;0;2;2;25;3.2;0;0;6;3;2;4;1;8;2;6;6;29;3;16;1269287493
108;DocIdSetIterator;0;107;107;97;7;0;3;83.5;1;0;0;0;1;0.57;0;6;0;0;0;0;0;0;0;0;8;0;0;61;88.4;0;0;1;1;5;2.1;0;0;0;4;3;4;1;10;0;5;6;30;4;14;1296120364
109;DocInverter;0;0;0;84;34;5.9;17;22.6;1;5;4;3;4;1.74;1.4;38;0;0;0;2;0;0;0;0;46;7;7;15;24.6;0;0;5;5;9;0.7;0;0;22;0;5;5;0;0;13;23;0;2;3;14;1298314239
110;DocInverterPerField;0;0;0;198;99;16.2;38;24.7;1;3;27.33;18;9+;4.53;6.67;83;25;3;6;6;0;0;0;0;117;18;18;43;26.9;0;0;10;10;66;1.9;0;0;77;0;3;3;0;0;20;36;0;8;2;24;1295352100
111;DocInverterPerThread;0;0;0;92;40;0;17;23.9;2;3.5;2.43;1;3;1.53;1;58;1;4;0;0;1;1;0;1;54;7;3.5;18;25;1;0;2;2;5;0.3;0;0;16;1;7;5;0;0;15;18;0;8;4;15;1270581567
112;DocsAndPositionsEnum;0;1;1;48;11;0;5;47.9;1;2;1;1;2;0.82;1;6;0;0;0;0;0;0;0;0;16;4;4;19;54.3;1;0;1;1;5;1;0;0;2;4;5;6;0;10;3;8;15;43;6;4;1276701452
113;DocsEnum;4;0;4;102;36;13.9;9;43.1;2;2;5;4;4;1.78;2.25;22;0;2;0;4;0;0;0;0;45;8;4;38;45.8;3;0;4;4;11;0.8;0;0;20;8;5;6;0;9;4;10;7;50;5;3;1272648194
114;DocTermsCreator;0;0;0;171;84;15.5;30;17;2;5;5.4;12;5;2.15;2.8;64;10;2;4;11;0;0;0;0;119;23;11.5;25;17.4;4;0;10;10;71;2;0;0;54;4;9;8;0;0;19;28;16;1;8;6;1290782170
115;DocTermsIndexCreator;0;0;0;357;194;14.9;56;10.4;2;12.5;6.16;17;6;2.97;2.6;151;16;3;7;9;0;0;0;0;270;59;19.7;33;10.9;6;0;13;13;77;1;0;0;131;6;24;7;0;0;20;30;9;1;7;11;1295549635
116;Document;3;0;3;304;93;25.8;75;48.7;1;16;4.06;5;4;1.96;2.75;121;12;10;0;12;0;0;0;0;124;50;50;110;47;0;0;20;20;81;2.2;0;0;72;13;14;17;1;0;2;36;0;18;16;46;1297191928
117;DocumentsWriter;8;0;8;1218;573;18.2;228;22.1;8;6.75;8;22;8;2.83;3.22;519;34;58;11;31;10;0;0;10;767;178;25.4;239;23.8;5;0;75;63;359;1.6;8;4;420;5;56;41;1;0;37;148;404;20;3;131;1298314239
118;DocumentsWriterThreadState;0;0;0;47;17;0;2;46.8;1;2;3.5;1;2;1.24;1;24;0;0;0;0;0;0;0;0;20;2;2;18;47.4;0;0;1;1;5;0.8;0;0;7;0;2;2;1;0;5;5;0;4;1;16;1295896411
119;DocValues;0;0;0;187;46;6.5;19;58.3;1;10;2.7;6;4;1.74;1.5;36;0;4;1;1;0;0;0;0;61;18;18;73;54.5;0;0;6;6;35;1.9;0;0;27;11;12;13;1;7;1;20;64;18;11;30;1269287493
120;DoubleBarrelLRUCache;0;0;0;121;47;14.9;12;39.7;2;1.5;10.33;5;4;1.89;3.33;43;4;5;0;4;0;0;0;0;58;8;4;39;40.2;4;0;7;7;43;2.5;0;0;29;5;4;3;1;0;1;12;0;3;3;11;1296426876
121;DoubleValuesCreator;0;0;0;164;69;0;43;11.6;2;3;7.5;1;3;1.61;1;49;0;1;5;9;0;0;0;0;128;31;31;15;10.5;3;33;9;8;89;2.3;0;1;62;3;8;10;0;0;16;28;25;3;9;5;1294225344
122;DummyConcurrentLock;0;0;0;52;16;0;2;40.4;1;6;0.5;1;2;0.81;1;13;0;3;0;0;0;0;0;0;20;7;7;15;42.9;6;0;10;10;50;8.3;0;0;3;7;6;8;1;0;0;10;28;0;7;8;1269287493
123;English;0;0;0;190;142;49.3;56;14.7;1;6;22.33;43;5;3.32;8;54;3;2;6;0;1;1;0;1;160;46;46;24;13;5;121;24;24;319;6.6;0;0;105;6;6;6;1;0;0;12;15;0;5;15;1288826101
124;EntryCreator;0;0;0;72;15;6.7;8;54.2;1;3;1.67;2;3;1.13;1.33;15;4;0;0;0;0;0;0;0;23;5;5;27;54;2;0;1;1;5;0.7;0;0;5;5;6;7;1;1;2;10;21;12;7;4;1297191928
125;EntryCreatorWithOptions;0;0;0;45;12;0;1;35.6;1;4;1;1;2;1.17;1;13;0;0;0;0;0;0;0;0;20;4;4;12;37.5;3;0;1;1;5;0.8;0;0;4;4;4;4;0;3;1;5;0;3;4;2;1285538458
126;EntryKey;0;0;0;26;2;0;0;73.1;1;0;0;0;0;0;0;5;0;2;0;0;0;0;0;0;3;0;0;13;81.3;0;0;3;3;20;22.2;0;0;0;1;0;1;1;1;0;2;0;5;1;2;1285538458
127;ExactPhraseScorer;0;0;0;335;169;24.9;28;13.1;2;4.5;14.78;22;7;3.27;6.22;139;25;4;8;9;0;0;0;0;238;60;30;40;14.4;0;0;14;14;126;1.8;0;0;138;0;9;9;0;0;6;26;0;2;6;25;1295555804
128;Explanation;0;0;0;149;59;11.9;31;37.6;2;6.5;2.85;4;4;1.73;1.54;39;5;2;0;1;0;0;0;0;73;17;8.5;38;34.2;1;0;9;9;64;2.9;0;0;37;9;11;13;1;1;0;22;64;24;11;18;1297191928
129;FastCharStream;0;0;0;124;63;12.7;13;28.2;1;14;2.86;7;4;1.79;1.57;72;0;0;0;0;4;0;4;4;82;21;21;28;25.5;12;0;3;3;25;1;0;0;37;14;14;14;1;0;1;25;3;2;13;34;1269287493
130;Field;6;0;6;558;211;12.3;33;39.8;4;13;2.69;11;5;2.48;1.73;140;0;1;2;0;0;0;0;0;266;107;26.8;176;39.8;7;0;16;16;87;1.1;0;0;140;31;27;17;0;0;7;27;34;3;17;75;1297191928
131;Fieldable;5;0;5;209;29;0;0;75.1;1;22;0;0;1;0.76;0;38;0;0;0;4;0;0;0;0;30;0;0;114;79.2;0;0;1;1;5;0.6;0;0;0;23;22;22;1;0;1;22;231;20;22;26;1297466174
132;FieldCache;0;24;24;759;189;4.8;118;52.7;23;1.78;1.76;6;4;1.97;1.22;190;13;2;0;0;0;0;0;0;282;51;3.9;326;53.6;7;0;13;13;47;0.6;0;0;67;64;53;28;1;0;28;39;378;44;27;37;1297191928
133;FieldCacheImpl;0;0;0;407;126;0;187;14.7;2;1;40.5;1;3;1.68;1;211;15;9;0;8;0;0;0;0;296;66;16.5;51;14.7;28;0;17;16;59;0.7;0;1;122;30;39;32;1;0;31;65;384;2;29;60;1295995357
134;FieldCacheRangeFilter;0;0;0;610;280;20.7;108;23.1;3;10.67;8.06;13;6;1.7;4.58;409;7;19;47;33;0;0;0;0;406;195;97.5;104;20.4;0;0;51;47;527;4.3;4;0;217;20;28;26;0;7;17;44;267;7;23;26;1294747166
135;FieldCacheSanityChecker;27;0;27;424;152;17.8;104;35.8;4;4.25;3.82;8;6;2.53;2.06;153;45;3;4;15;2;0;0;2;214;50;12.5;107;33.3;3;0;30;30;73;1.1;0;0;121;9;15;8;1;0;9;51;22;1;5;17;1275079529
136;FieldCacheSource;0;0;0;109;23;4.3;8;54.1;1;5;1.6;3;3;1.13;1.4;25;0;1;0;0;0;0;0;0;38;8;8;43;53.1;0;0;1;1;5;0.4;0;0;8;5;8;8;0;4;5;11;8;4;8;29;1294902803
137;FieldCacheTermsFilter;0;0;0;183;55;12.7;15;47.5;3;3.33;3;3;6;2.49;1.7;44;1;4;0;0;0;0;0;0;79;17;5.7;68;46.3;3;0;4;4;30;1.3;0;0;28;4;10;5;0;0;8;9;0;1;4;22;1294747166
138;FieldComparator;0;0;0;1301;639;17.1;125;18.9;17;5.82;4.78;52;8;3.52;2.86;574;38;3;0;6;1;1;0;1;894;276;15.3;208;18.9;3;237;28;24;244;0.9;4;0;399;22;94;10;1;7;4;14;45;31;8;31;1295299546
139;FieldComparatorSource;0;0;0;41;4;0;1;75.6;1;0;0;0;1;0.25;0;4;0;0;0;0;0;0;0;0;6;0;0;20;76.9;0;0;2;2;15;8.3;0;0;0;2;1;2;1;0;1;3;1;1;2;12;1297191928
140;FieldDoc;0;0;0;75;16;6.3;11;64;1;3;3.33;2;3;1.56;1.33;15;0;1;0;1;1;0;0;1;22;4;4;39;63.9;0;0;2;2;15;2.3;0;0;10;4;3;3;0;0;1;11;1;4;3;20;1294253125
141;FieldDocSortedHitQueue;0;0;0;135;50;26;13;41.5;1;5;7.2;12;5;2.4;3.8;64;16;2;4;10;1;0;1;1;61;20;20;41;40.2;0;0;4;4;48;2.6;0;0;34;0;5;6;0;0;4;16;3;2;0;29;1275590285
142;FieldInfo;0;0;0;103;55;18.2;1;28.2;1;5;7.6;9;4;2.22;3;65;0;0;0;0;1;0;1;1;75;13;13;25;25;7;0;10;10;135;6;0;0;37;8;4;6;1;0;0;9;0;76;3;24;1298314239
143;FieldInfos;0;0;0;485;225;14.7;100;25.2;3;12.67;3.92;9;5;2.1;1.95;291;9;34;2;11;1;0;1;1;302;84;28;89;22.8;16;0;38;38;198;2.2;0;0;154;29;38;32;1;0;12;90;414;43;24;55;1298494959
144;FieldInvertState;0;2;2;128;45;0;0;42.2;1;13;1.69;1;2;1.42;1;45;0;1;0;0;0;0;0;0;59;13;13;21;26.3;5;0;2;2;10;0.6;0;0;22;12;13;13;1;0;1;14;34;8;12;12;1295002842
145;FieldMaskingSpanQuery;0;0;0;155;52;7.7;30;38.7;1;10;2.9;4;3;1.42;1.6;57;13;3;0;3;0;0;0;0;77;16;16;48;38.4;1;0;2;2;6;0.3;0;0;28;2;8;10;0;0;8;27;0;0;10;20;1295877066
146;FieldReaderException;0;0;0;79;9;0;3;77.2;1;4;0.75;1;2;1.11;1;9;0;1;0;0;0;0;0;0;14;4;4;41;74.5;0;0;2;2;10;2.4;0;0;3;4;4;4;4;0;0;8;6;1;4;10;1269287493
147;Fields;0;3;3;36;6;0;3;61.1;1;0;0;0;1;0.5;0;5;0;1;0;0;0;0;0;0;7;0;0;18;72;0;0;5;3;12;5.7;0;2;0;3;2;4;1;4;2;5;6;20;3;2;1294877328
148;FieldsConsumer;0;0;0;52;17;5.9;8;48.1;1;1;7;2;3;1.18;2;14;4;0;0;2;0;0;0;0;20;2;2;19;48.7;1;0;3;3;12;2;0;0;7;4;3;5;1;3;7;13;8;11;4;2;1279898785
149;FieldScoreQuery;0;0;0;125;24;16.7;13;63.2;2;2;3;5;3;1.96;2;30;1;1;0;1;0;0;0;0;35;13;6.5;68;66;0;0;1;1;5;0.5;0;0;12;3;4;2;0;0;7;12;1;0;1;11;1269287493
150;FieldSelector;0;0;0;33;3;0;0;78.8;1;1;0;0;1;0.33;0;3;0;0;0;0;0;0;0;0;4;0;0;15;78.9;0;0;2;2;7;5.8;0;0;0;2;1;1;1;0;1;1;0;11;1;12;1297191928
151;FieldSelectorResult;0;0;0;76;2;0;0;75;1;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;10;0;0;38;79.2;0;0;1;1;5;1.7;0;0;0;1;0;4;2;0;0;7;4;6;2;19;1277991686
152;FieldsEnum;0;0;0;74;17;5.9;5;47.3;2;1.5;1.67;2;3;1.33;1.33;10;0;1;0;0;0;0;0;0;25;5;5;28;52.8;0;0;8;6;19;2.5;0;2;5;4;3;5;1;8;3;8;8;20;4;1;1270581567
153;FieldSortedTermVectorMapper;0;0;0;74;24;0;7;39.2;1;6;1.67;1;2;1.25;1;29;0;1;0;0;0;0;0;0;33;4;4;19;36.5;1;0;3;3;7;0.7;0;0;10;3;4;6;0;0;4;12;3;0;6;10;1278318805
154;FieldsProducer;0;0;0;36;7;0;2;63.9;1;0;0;0;1;0.29;0;5;0;0;0;0;0;0;0;0;8;0;0;17;68;2;0;3;3;12;5;0;0;0;3;2;3;0;4;1;4;3;13;3;1;1270581567
155;FieldsReader;0;0;0;482;273;16.8;109;18;2;11.5;9.43;10;6;2.73;3.09;208;16;7;1;15;0;0;0;0;338;75;37.5;71;17.4;4;0;18;18;170;1.7;0;0;205;11;23;20;1;0;20;60;50;6;8;76;1295759448
156;FieldsWriter;0;0;0;184;102;14.7;45;16.3;1;10;7.2;5;4;2;2.5;83;0;2;0;5;0;0;0;0;126;24;24;25;16.6;0;0;8;8;55;1.5;0;0;68;0;10;11;1;0;11;40;0;3;0;36;1298314239
157;FieldValueHitQueue;0;0;0;218;78;11.5;21;35.8;4;3.25;3.92;4;5;2.24;1.69;77;4;7;0;3;0;0;0;0;103;28;7;58;36;0;0;9;9;38;1.2;0;0;50;2;14;10;0;2;7;16;29;15;1;24;1295187456
158;FileSwitchDirectory;0;0;0;156;71;12.7;38;19.9;1;15;2.93;4;4;1.69;1.6;57;7;0;0;2;0;0;0;0;103;23;23;23;18.3;1;0;4;4;8;0.3;0;0;44;3;13;15;0;0;4;40;65;0;14;18;1293391002
159;Filter;0;0;0;57;7;0;1;78.9;1;0;0;0;1;0.14;0;5;0;0;0;0;0;0;0;0;8;0;0;34;81;0;0;2;2;15;6.3;0;0;0;2;1;2;1;6;2;3;1;14;2;22;1297191928
160;FilteredDocIdSet;0;0;0;79;12;0;6;62;1;3;1;1;2;0.92;1;11;2;0;0;0;0;0;0;0;22;4;4;34;60.7;0;0;2;2;7;1.1;0;0;4;2;4;4;0;1;3;8;0;2;3;11;1269287493
161;FilteredDocIdSetIterator;0;0;0;85;29;27.6;8;37.6;1;4;4.75;6;6;2.21;3;19;0;0;0;0;0;0;0;0;44;16;16;22;33.3;0;0;4;4;19;1.4;0;0;18;2;5;5;0;1;1;9;0;1;4;13;1269287493
162;FilteredQuery;0;0;0;224;102;12.7;64;20.5;1;20;4.4;15;6;2.26;3.69;105;10;4;9;15;0;0;0;0;150;46;46;33;18;2;0;12;10;111;2.5;2;0;67;4;9;9;0;0;7;27;0;3;9;42;1295555804
163;FilteredTermsEnum;0;0;0;224;76;17.1;26;39.3;2;8;2.56;11;5;2.01;1.63;51;4;2;3;1;0;0;0;0;110;34;17;67;37.9;0;0;8;8;56;1.7;0;0;37;2;17;19;0;6;9;45;49;6;14;8;1295549635
164;FilterIndexReader;6;0;6;466;193;0;86;10.1;7;10.43;1.27;1;3;1.88;1;169;0;2;2;0;0;0;0;0;333;73;10.4;40;10.7;6;48;2;2;35;0.4;0;0;93;14;73;31;0;1;15;68;0;1;26;60;1296080277
165;FixedGapTermsIndexReader;0;0;0;433;232;11.2;89;11.8;4;5;8.3;6;8;3.25;2.35;173;15;2;0;3;1;1;0;1;295;45;11.3;47;13.7;4;0;17;15;67;0.8;2;0;160;5;19;18;0;0;14;51;107;3;9;7;1296426876
166;FixedGapTermsIndexWriter;0;0;0;238;125;10.4;47;21.4;2;5;8;5;5;2.24;2.3;110;5;1;0;8;0;0;0;0;154;25;12.5;45;22.6;1;20;12;12;54;1.2;0;0;79;2;10;7;0;0;11;25;9;1;3;7;1295549635
167;FixedIntBlockIndexInput;0;0;0;196;99;10.1;22;15.8;4;3.5;4.5;5;5;2.71;1.71;74;1;1;0;2;1;0;1;1;137;21;5.3;25;15.4;3;69;6;6;97;2.4;0;0;58;4;16;7;0;0;7;11;15;1;6;6;1297453315
168;FixedIntBlockIndexOutput;0;0;0;123;55;9.1;13;25.2;2;4;4;4;4;2.2;1.63;49;0;0;0;0;0;0;0;0;76;12;6;25;24.8;0;32;2;2;35;1.5;0;0;30;1;9;7;0;0;4;10;11;1;4;6;1297453315
169;FlagsAttribute;0;0;0;44;6;0;0;75;1;2;0;0;1;0.33;0;8;0;0;0;0;0;0;0;0;7;0;0;20;74.1;0;0;1;1;5;2.4;0;0;0;3;2;2;1;0;1;2;1;2;2;11;1269287493
170;FlagsAttributeImpl;0;0;0;78;21;9.5;1;42.3;1;6;1.83;3;3;1.48;1.33;20;1;0;0;0;0;0;0;0;34;8;8;20;37;0;0;2;1;5;0.5;1;0;11;1;4;7;0;0;2;9;0;0;7;12;1297191928
171;FloatFieldSource;0;0;0;109;29;3.4;13;43.1;1;8;1.75;1;2;1;1;38;3;0;0;4;0;0;0;0;52;13;13;34;39.5;0;0;1;1;5;0.3;0;0;14;3;6;6;0;0;6;16;3;2;6;30;1269287493
172;FloatValuesCreator;0;0;0;165;69;0;43;11.5;2;3;7.5;1;3;1.61;1;49;0;1;5;9;0;0;0;0;128;31;31;15;10.5;3;33;9;8;89;2.3;0;1;62;3;8;10;0;0;16;28;25;3;9;5;1294225344
173;FreqProxFieldMergeState;0;0;0;115;60;16.7;12;21.7;1;3;12.67;9;5;2.02;4.33;66;2;2;0;2;0;0;0;0;68;13;13;21;23.6;1;0;3;3;20;1;0;0;35;1;3;4;1;0;11;15;0;1;2;12;1286023472
174;FreqProxTermsWriter;0;0;0;343;155;23.2;53;24.8;1;4;33.5;30;8;3.5;10.5;129;42;6;7;27;0;0;0;0;191;38;38;79;29.3;0;0;22;21;142;2.5;1;0;133;0;4;6;0;0;24;60;11;1;2;23;1296516902
175;FreqProxTermsWriterPerField;0;0;0;218;121;15.7;33;14.2;2;8.5;5;8;5;2.26;2.18;135;11;9;1;1;1;0;1;1;155;33;16.5;27;14.8;2;0;18;17;80;1.7;1;0;77;2;17;15;0;0;13;33;61;3;4;20;1296400215
176;FreqProxTermsWriterPerThread;0;0;0;45;13;0;1;35.6;1;5;0.8;1;2;1.15;1;23;0;2;0;0;0;0;0;0;22;5;5;12;35.3;0;0;3;3;15;2.3;0;0;4;0;5;5;0;0;8;7;10;3;3;8;1269287493
177;FrozenBufferedDeletes;4;0;4;145;62;6.5;15;26.9;3;3.67;3.91;2;4;1.59;1.13;57;0;0;0;0;1;0;1;1;85;20;20;35;29.2;2;0;18;18;109;4.3;0;0;33;2;5;6;1;0;6;25;7;7;4;1;1296516902
178;FSDirectory;9;0;9;531;210;15.7;101;37.3;3;10.67;5.59;8;9+;3.66;2.19;135;7;7;1;11;2;0;1;2;285;86;43;165;36.7;0;0;16;12;68;0.8;1;3;142;7;30;26;0;3;14;89;149;6;20;124;1293404132
179;FSLockFactory;0;0;0;53;10;10;0;60.4;1;2;2;2;2;1.1;1.5;6;0;0;0;0;0;0;0;0;13;4;4;20;60.6;0;0;1;1;5;1.3;0;0;4;2;2;3;0;2;1;5;0;4;2;9;1296426876
180;FST;42;0;42;867;472;23.5;146;18.7;5;5.8;8.07;27;6;2.62;3.21;302;19;8;9;16;0;0;0;0;593;146;29.2;137;18.8;18;0;60;60;308;1.7;0;0;356;27;37;30;1;0;15;69;237;17;15;7;1298740268
181;FSTEnum;0;0;0;478;248;25.4;116;25.1;1;9;24.56;30;8;4.03;8.56;121;23;3;8;27;0;0;0;0;309;89;89;115;27.1;0;177;57;57;454;4.9;0;0;218;0;13;14;1;2;7;36;17;2;0;2;1298740268
182;FuzzyQuery;0;0;0;202;86;17.4;39;35.1;1;11;5.36;9;3;1.65;2.64;76;1;0;0;1;0;0;0;0;107;40;40;49;31.4;0;12;11;9;50;1.6;2;0;59;6;9;11;0;0;10;36;7;1;10;45;1291080135
183;FuzzyTermsEnum;0;0;0;617;261;16.5;106;30.1;5;7;4.83;49;6;2.37;3.8;224;23;6;6;8;0;0;0;0;357;99;19.8;155;30.3;2;0;25;23;121;1.1;2;0;161;6;33;30;0;0;21;72;227;3;15;23;1297267800
184;GrowableWriter;0;0;0;93;43;14;24;23.7;1;9;3.22;5;4;2;1.78;29;1;0;0;2;0;0;0;0;58;16;16;15;20.5;7;0;1;1;5;0.3;0;0;28;8;8;9;1;0;2;19;0;2;8;1;1275590285
185;HitQueue;0;0;0;86;11;9.1;4;68.6;1;2;2.5;1;2;1.18;1;18;0;2;0;0;0;0;0;0;20;7;7;47;70.1;0;0;1;1;5;0.8;0;0;6;0;3;5;0;0;2;7;8;3;0;13;1269287493
186;IndexableBinaryStringTools;0;0;0;239;94;24.5;5;38.5;2;2;18.5;13;6;3.15;6.25;64;0;0;4;6;1;1;0;1;138;27;13.5;73;34.6;0;0;20;19;121;2.9;1;0;76;5;7;6;1;0;1;11;9;0;4;13;1291116159
187;IndexCommit;0;0;0;130;34;14.7;22;53.1;1;4;3.75;4;3;1.41;2.5;25;6;0;0;0;0;0;0;0;42;13;13;52;55.3;2;0;2;2;10;0.8;0;0;13;12;13;15;1;3;1;19;105;12;15;22;1289510544
188;IndexDeletionPolicy;0;0;0;98;6;0;0;86.7;1;2;0;0;1;0.33;0;6;0;0;0;0;0;0;0;0;7;0;0;66;90.4;0;0;1;1;5;2.4;0;0;0;3;2;2;1;0;0;2;1;10;2;13;1269287493
189;IndexFileDeleter;0;0;0;680;287;24;139;27.9;3;12;5.94;26;7;2.74;3.22;236;13;15;6;13;0;0;0;0;402;115;38.3;158;28.2;6;16;32;31;218;1.8;0;1;213;9;35;23;1;0;10;81;75;4;8;63;1292695408
190;IndexFileNameFilter;0;0;0;69;28;32.1;12;36.2;1;2;9.5;9;4;2.04;6.5;26;5;1;0;0;0;0;0;0;37;16;16;17;31.5;2;0;5;5;24;2.2;0;0;20;3;2;2;1;0;2;14;0;1;2;17;1275222352
191;IndexFileNames;0;0;0;237;60;21.7;33;44.3;1;5;6.6;6;4;1.87;3.8;45;0;1;0;1;3;0;0;3;104;24;24;83;44.4;0;0;16;7;60;1.9;0;9;32;6;5;7;1;0;0;22;17;33;6;25;1296426876
192;IndexFormatTooNewException;0;2;2;31;4;0;1;64.5;1;1;1;1;2;0.75;1;7;0;1;0;0;0;0;0;0;7;2;2;2;22.2;1;0;2;2;10;4.8;0;0;1;2;1;1;0;0;1;6;0;6;1;1;1279637747
193;IndexFormatTooOldException;0;2;2;37;6;0;2;54.1;1;2;1;1;2;1;1;11;0;2;0;0;0;0;0;0;12;4;4;2;14.3;2;0;2;2;10;2.8;0;0;2;3;2;2;0;0;1;7;1;6;2;2;1295759448
194;IndexInput;0;32;32;74;18;11.1;7;54.1;1;1;8;3;3;1.5;3;10;0;0;0;1;0;0;0;0;22;4;4;31;58.5;0;0;4;4;17;2.6;0;0;8;6;5;7;0;6;2;15;17;80;6;22;1280470393
195;IndexNotFoundException;0;0;0;32;5;0;1;62.5;1;1;1;1;2;0.6;1;3;0;0;0;0;0;0;0;0;7;1;1;14;66.7;1;0;1;1;5;2.4;0;0;1;2;1;1;5;0;0;2;0;1;1;5;1296426876
196;IndexOutput;0;18;18;61;10;0;5;67.2;1;1;0;1;1;0.6;1;7;0;2;0;0;0;0;0;0;11;1;1;33;75;0;0;3;3;12;3.6;0;0;0;7;6;7;0;3;1;8;21;53;7;22;1270581567
197;IndexReader;4;81;85;1691;408;11;191;59.8;7;11.71;4.06;741423913;5;1.36;172424166.8;390;28;47;5;20;2;0;0;2;554;158;26.3;827;59.9;2;0;62;60;464;2.8;0;2;245;93;100;87;1;5;33;161;3643;127;72;184;1297466174
198;IndexSearcher;4;15;19;826;311;13.5;123;40.6;6;8.17;4.2;9;6;2.26;1.86;286;28;10;1;20;0;0;0;0;417;100;20;253;37.8;10;0;34;32;162;1.3;1;1;199;32;45;38;1;0;34;103;553;35;25;89;1298605476
199;IndexWriter;3;2;5;3782;1456;23.5;778;37.4;4;33.25;9.28;23;8;2.99;3.86;963;157;91;39;100;11;0;0;11;1894;546;136.5;1200;38.8;14;0;156;145;927;1.6;5;6;1185;63;127;119;1;0;46;369;4333;18;49;357;1298804814
200;IndexWriterConfig;7;0;7;596;184;4.3;80;50.7;2;20;2.65;6;3;1.55;1.4;178;4;22;0;1;1;0;0;1;244;54;27;223;47.8;0;0;42;37;161;2.2;3;2;111;22;23;41;1;0;17;61;624;6;38;21;1296158863
